c_custkey	c_name	revenue	c_acctbal	n_name	c_address	c_phone	c_comment
1328	Customer#000001328	84532.5240	3264.99	IRAN	fjKlKFyxTQRJjLeT1Md	20-305-428-9878	 deposits haggle ironic, bold packages. quickly unusual packages print furiously care
670	Customer#000000670	84189.4940	6738.93	BRAZIL	RJtcLv6Tjpx	12-839-426-4266	y unusual deposits are carefully regular foxes. packages dazzle carefully. furiously unusual d
1717	Customer#000001717	83892.8680	1715.40	CANADA	HufIAAW0Xbs3qoYpAVxk4KKvm,F	13-450-115-4347	s doubt. blithely silent accounts try to haggle: blithely ironic pinto beans boost furiously. carefully unusual a
1046	Customer#000001046	83890.7807	2311.00	IRAN	umgqzlyUW3AYz2C39YMhIgf	20-890-161-8958	 accounts. carefully regular theodolites run fluffily carefully e
859	Customer#000000859	83410.2661	6737.18	PERU	yp6dlWnpbzQboP5Xj8W	27-379-135-4463	uffy foxes boost about the eve
2221	Customer#000002221	82825.8894	2815.89	ALGERIA	mlpYxN6O72y	10-837-448-2159	ithe packages. pending ideas cajole around the evenly regular waters. furiously u
2032	Customer#000002032	82616.6096	3205.57	FRANCE	2mSGIF1ViqXG54rOdkMeNzKOTrdresMwu	16-147-618-6671	special foxes haggle above the blithe
1825	Customer#000001825	82419.2776	8447.18	INDIA	,E8l78G7k,u0eGXu,sGU1fta2Lg	18-969-538-4715	ing to the slyly silent deposits. 
1567	Customer#000001567	81940.8954	7209.94	UNITED STATES	D XMRaJOpRqLttO8yiMZ4tYU1L2nUr	34-146-945-2364	thely ironic ideas. ruthlessly pending sauternes are furiously enticingly regular pinto
1969	Customer#000001969	81434.0550	6864.72	IRAQ	F7fcrNnwmFLr2fXyi58	21-978-965-1419	ckages sleep carefully. never bold instructions are even, final ideas. fluffily even id
1226	Customer#000001226	81275.7022	2135.92	ALGERIA	HKR1zog fXW	10-251-221-9440	ns. furiously pending packages hinder special accounts. sl
1867	Customer#000001867	81265.5656	6470.11	ARGENTINA	72gC1ZTlzFNQy9CvFosWzE	11-951-119-6203	final instructions are according to the carefully final accounts. caref
91	Customer#000000091	81147.7680	4643.14	INDIA	S8OMYFrpHwoNHaGBeuS6E 6zhHGZiprw1b7 q	18-239-400-3677	onic accounts. fluffily silent pinto beans boost blithely according to the fluffily exp
844	Customer#000000844	80912.8224	2954.90	IRAQ	1nUzjsH9HS1sPAGLwDIom9IESivLeEh1BvyynjU	21-285-410-4046	ymptotes. ironic, unusual notornis wake after the ironic, special deposits. blithely fina
1813	Customer#000001813	80537.7574	9074.92	CANADA	xEoR4tsV2Bse527UyeFO8aFhmZ	13-604-485-5526	luffily ironic requests doze carefully after the express packages. slyly regular excuses sleep slyly carefu
1888	Customer#000001888	80035.5420	-861.72	ETHIOPIA	3psgNE6QfX,Iw2xTWauq9yL9EkSiD1fAUMXfXu8k	15-757-359-6861	ntain ironic foxes. unusual accounts sleep quickly. quickly regular accounts are blithely. fin
1051	Customer#000001051	79670.6892	9776.39	BRAZIL	iHS,UFudVOOe	12-869-221-1428	cuses boost furiously silent deposits. quickly silent requests integrate quickly bold asymptotes; slyly regular ide
1292	Customer#000001292	78432.2050	5509.11	VIETNAM	QVr2XTDOMzWcLKHtNgrLK	31-966-407-1575	haggle. special foxes sleep blithely
950	Customer#000000950	78171.6798	9609.77	MOROCCO	mi3o6cp47mo8Miqh9d R1XWStjxatcQqHQZW	25-849-760-2017	s wake quickly after the carefully brave multipliers. regular excuses wake care
1486	Customer#000001486	77885.7505	5859.97	UNITED STATES	7A2MhrNtsA	34-559-605-2237	lithely ironic dependencies haggle quickly b
17	Customer#000000017	77633.4650	6.34	BRAZIL	izrh 6jdqtp2eqdtbkswDD8SG4SzXruMfIXyR7	12-970-682-3487	packages wake! blithely even pint
1264	Customer#000001264	77390.2386	3959.28	MOZAMBIQUE	vC1Yg5q O9  Tt5SM7OF	26-617-707-6647	y, regular requests above the fluffily special deposits engage around the furiously
707	Customer#000000707	76869.4330	2619.52	VIETNAM	DT0nzkijELHyI	31-796-903-4461	 the deposits. fluffily ironic pinto beans wake quickly. slyly even foxes sleep slyly quickly final deposits. ev
757	Customer#000000757	76397.3649	9334.82	CANADA	VFnouow3LhLvEDy	13-704-408-2991	riously furiously unusual asymptotes. slyly
85	Customer#000000085	75981.7812	3386.64	ETHIOPIA	siRerlDwiolhYR 8FgksoezycLj	15-745-585-8219	ronic ideas use above the slowly pendin
1168	Customer#000001168	75958.6560	6194.65	PERU	gmAnpwPPg0LX4	27-608-883-2632	ses run according to the regular instructions. slyly regular foxes around the furiously ironic theodolites use fl
1034	Customer#000001034	75561.8485	7349.82	ETHIOPIA	Fn5qqb64TSKuJWz4f8GpPkF,c3WY3yqjsV,GgHu	15-370-179-6631	bout the ironic requests-- packages wake. requests haggle silent, 
1987	Customer#000001987	75551.4506	796.96	ROMANIA	lWwjammTGaKVKq9npAtfs3	29-745-306-2348	s. blithely even pinto beans boost always about the doggedly bold requests. regular requests use. 
1667	Customer#000001667	75337.1546	4649.03	MOZAMBIQUE	aEGS4v41BVwqZylqNvPj	26-528-257-9769	nments; unusual deposits wake according to the regularly unusual deposits-- fluffily express requests sl
1280	Customer#000001280	75250.9095	3419.66	MOZAMBIQUE	3AmBFWaqOYt7F	26-725-573-7255	eodolites sleep according to the theodolites. slyly pending dolphins among the pending, express platel
2056	Customer#000002056	74771.8560	3643.72	VIETNAM	3kZTqpg,OCDzDD5	31-126-880-5771	ubt. instructions haggle? carefully express deposits hang fluffily quickly final requests! excus
2234	Customer#000002234	74388.2965	7384.68	GERMANY	ehAH9Q09KqzeQChcFYaOInf64fHl	17-181-909-1832	ic requests according to the blithely express platelet
872	Customer#000000872	74254.5000	-858.61	PERU	vLP7iNZBK4B,HANFTKabVI3AO Y9O8H	27-357-139-7164	 detect. packages wake slyly express foxes. even deposits ru
1102	Customer#000001102	74154.4636	2369.01	UNITED STATES	F9fxZhJJhaR0P4Rgd7SE2PA58x	34-103-353-4822	elets. regular requests sleep quickly. express ideas haggle. bold, regular ideas haggle. quickly regular accoun
2236	Customer#000002236	73977.5835	-968.87	ROMANIA	x8 7D8xSxqIGoVOlqVCEBflsLXwKewpGMv,V	29-962-402-1321	totes. quickly even instructions boost blithely regular packages? carefully final foxes haggle slyly against the s
1120	Customer#000001120	73607.8500	1543.64	BRAZIL	UAG90slCmJS7JOP AhlV12tYD3yUiyB1p2hxZ	12-938-579-7156	r theodolites boost. slyly final pinto beans sleep blithely unusual accounts. fluffily even multipliers 
2212	Customer#000002212	72774.0724	5151.33	BRAZIL	xrCTkFuEVvNALyyKIe6m	12-772-169-3141	ss orbits use quickly regular excuses. carefully even warhorses boost furiously. pl
1492	Customer#000001492	72316.4400	-875.17	ARGENTINA	2QNz4Zy0UjjI	11-527-949-4092	 blithely even accounts. furiously final instructions across the decoys cajo
626	Customer#000000626	72229.8375	5447.12	ETHIOPIA	PDeE61VY2Q96efuewIZ	15-540-121-5663	t brave foxes. slyly pending packages wake furiously along the deposits. carefully pendin
1618	Customer#000001618	72149.2848	7795.47	JAPAN	efEU9gOnX05FfeJAyNMup	22-326-603-9101	refully pending accounts haggle furiously dependencies. 
2213	Customer#000002213	71901.1170	6416.07	RUSSIA	5CqorD39PD	32-153-558-2484	are blithely express theodolites. quickly even excuses above the furiously even deposits integrate blit
1378	Customer#000001378	71797.8396	2675.73	PERU	zDULZOX6KrHF6aL1AMsIg0Ivv4Crz	27-806-173-2824	ges haggle slyly alongside of the furiously final excuses. carefully regular foxes boost across the regular, ex
23	Customer#000000023	71479.7982	3332.02	CANADA	OdY W13N7Be3OC5MpgfmcYss0Wn6TKT	13-312-472-8245	deposits. special deposits cajole slyly. fluffily special deposits about the furiously 
842	Customer#000000842	70956.3699	8635.49	ALGERIA	stRBRwdFCkdN	10-272-126-1413	 silent pinto beans. bold, pending platelets sleep furiously express theodolites. fluffily express reque
718	Customer#000000718	70591.1158	8438.40	SAUDI ARABIA	w,GXCSSI4NEHAFPKG	30-605-635-8197	 regular packages-- pinto beans detect ironically. furiously even accounts detect unusual, pendin
839	Customer#000000839	70506.7113	2924.78	RUSSIA	Ch8 wZk5UKK45BSq1uZLJL0Z A8UUoms	32-435-825-7973	 close accounts. unusual pinto beans sleep quickly slyly bold instructions. blithely unusu
1556	Customer#000001556	70398.5646	1462.44	IRAQ	0KThJm1X9rQH3Me,EI2QW8HzrUKnsU,gvw9BwzN	21-170-549-6376	coys wake slyly along the ironic pinto beans. evenly ironic requests use quickly. final packages are slyly. dolph
229	Customer#000000229	70058.0928	7568.07	ARGENTINA	Sbvjxgmwy4u6Ks1FH7lxo7toMmeU5dG	11-243-298-4029	bold accounts haggle furiously even deposits. regular instruct
1448	Customer#000001448	69676.6416	7756.35	UNITED STATES	a45QD J55bo35zA4qR3v	34-969-612-1458	y ironic instructions? slyly pending platelets hang quickly slyly ironic ideas. blithely ironic instructions a
1673	Customer#000001673	69397.7400	5714.73	CANADA	uQi2r9akwS4LNd7XQEa	13-713-161-3704	 slyly. dolphins wake carefully even deposits. quickly even dolphins grow slyly. express, regular deposits 
733	Customer#000000733	69364.2860	4351.09	JORDAN	Ks7Ed2g7zDP905tLGdGcFtomDNchNdaPK2cd	23-110-948-6754	 furiously. pending, quiet packages nag slyly. stealthy pinto beans haggle 
2131	Customer#000002131	69324.0000	9257.20	ALGERIA	saLmcPh12Go0FtvAo52AWxRj6Cm4l7d 	10-360-220-3293	e slyly. furiously pending ideas after the slyly ironic requests nag slyly brave packages. carefully
1195	Customer#000001195	69076.6527	9621.49	EGYPT	71mmXvaWKf	14-355-801-7486	l, regular gifts should have to x-ray blithely fluffily ironic
1060	Customer#000001060	68950.1184	2840.59	INDIA	aWJkU6JJJOvgaKPOAJJc	18-290-794-6133	ter the bold, regular ideas! deposits eat. daringly unusual theodolites sleep alongside of the regular, fina
1568	Customer#000001568	68263.2720	-576.58	RUSSIA	uOMsOfJ0raeSGqW9PMPs1sL5D pcO,fUaYsY6	32-780-340-3819	ts sublate carefully ironic orbits. final, even accounts sleep toward
1213	Customer#000001213	68155.4784	8555.12	GERMANY	4ATLYSTcqLfgAJLxL7U	17-548-151-7684	ong the deposits. quickly express deposit
286	Customer#000000286	68014.5976	-109.73	RUSSIA	7 7uVDrpkWuozyEd	32-274-308-4633	ly special accounts haggle slyly slyly fluffy req
1952	Customer#000001952	68000.4841	8620.01	CHINA	sZvM,CF54wYyQGhSuFVe	28-102-243-6615	y express pinto beans sleep carefully carefully regular pinto beans. fluffily final accounts 
1706	Customer#000001706	67901.8400	455.15	BRAZIL	FBx04exFTAFFRA3G,UR9Q2XSM1c8Uopaal2rEFv	12-442-364-1024	 beans after the ironically pending accounts affix furiously quick pla
667	Customer#000000667	67742.3784	3288.76	FRANCE	oQqeEC,OD9XC1JXyOsHqcpv0fPUdP9ek5KKb70tQ	16-917-453-2490	lithely about the furiously sil
1162	Customer#000001162	67499.0860	3139.71	BRAZIL	b5N12h9D6yJemoVx6OQf0uL	12-887-115-9986	refully furious packages. furiously ironic ideas against the carefull
1807	Customer#000001807	67425.6324	1720.94	FRANCE	jlGhIS6zaYIfu9tWFHAyDKVQpOvIluJ1RunV3X	16-707-959-9348	 slyly final pinto beans sleep furious
685	Customer#000000685	67105.8624	2039.84	PERU	eRvmYOdl5v	27-269-224-9902	nusual ideas. pending packages use carefully. slyly special sentiments cajole after the blithely even accounts. blit
1739	Customer#000001739	67097.2365	8526.70	JAPAN	lhga8XGNRXPfJTotgUTn5qc4ush	22-216-512-8595	ut the fluffily regular foxes. regular accounts haggle. special deposits affix carefully. even, final
940	Customer#000000940	67088.3616	253.59	ROMANIA	T7ROXBXdajS,vkwy3VuC8wNvA	29-958-573-1004	ent accounts. slyly even accounts breach across the dolphins. quickly regular pains dazzle carefully. sl
1403	Customer#000001403	66809.6968	9782.34	JAPAN	,ql804gtMc3uxTfP,lt4yRBWQ	22-458-624-2509	tes are blithely carefully bold pac
1780	Customer#000001780	66544.1560	5137.48	PERU	ZIeOfVh8umRYig	27-213-387-3335	patterns use carefully about the slyly even foxes. furiously regular excuses about the furiously careful packages af
428	Customer#000000428	65767.3866	1952.36	VIETNAM	TCVjlzbX7x,kWcHN33LRdEjO38mAGmPR	31-587-557-8211	furiously quick accounts. slyly bold dependencies cajole carefully. quickly even requests int
967	Customer#000000967	65084.9474	5710.41	UNITED KINGDOM	xKdAl6HSWvAmptzHgQHX3cMmxZDhfyrMqx	33-687-917-3598	iously quickly silent ideas. blithely pending pinto beans except t
40	Customer#000000040	64815.5520	1335.30	CANADA	gOnGWAyhSV1ofv	13-652-915-8939	rges impress after the slyly ironic courts. foxes are. blithely 
1786	Customer#000001786	64277.9550	-51.99	FRANCE	pZAHd2LxDUbgcS1WQBN4vvoR5BeNpckOkl7DhG9	16-436-900-4501	nts sleep among the quickly regular excuses. slyly even 
232	Customer#000000232	63899.1726	554.71	RUSSIA	oA9o,3YOXu2rzKONdd,cxpqCFXUv5kuxBYKp	32-283-563-2674	ges sleep. final, bold theodolites are quickly final packages. furiously ironic packages are slyly fi
1661	Customer#000001661	63836.1360	1760.90	ALGERIA	IRXXgB,YgRc078y2i1C,87 1wZ	10-582-676-4365	s. ideas play slyly slyly bold theodolites. furiously ironic packages na
1871	Customer#000001871	63688.5814	9528.08	MOROCCO	,B2hG X848Trk9SZ	25-329-168-1291	y express excuses. furiously regular warthogs integrate quickly after the regular packag
1096	Customer#000001096	63620.9556	3687.37	EGYPT	ldbo6AfnCRjFW8rZnvG6UxbX6o7ISAJRDD7	14-368-827-9896	lyly even asymptotes cajole furiously. regular, ironic theodolite
2134	Customer#000002134	63271.2168	6300.38	INDIA	ji1MM5rE802W3RuV2007	18-727-586-9373	press, final frays affix about the slyly bold packages. regular ideas w
794	Customer#000000794	63161.7088	1709.50	UNITED KINGDOM	RMY8 LyGnJ67NGc5cxPYiIDSF	33-633-470-5945	gular patterns cajole slyly blithely final ideas? furiously unusual courts wake among 
505	Customer#000000505	62601.7630	6557.51	BRAZIL	MAUkwAyEvg61RlCMomspMs0WzYa,Ns	12-530-647-8313	mptotes haggle around the theodolites. furiously bold accounts detect quickly packages. special pinto beans 
865	Customer#000000865	62330.0949	3016.38	INDONESIA	UIv4t5cbA7j1ftOSatj2EKah3p	19-245-153-1471	nic deposits print blithely slyly final accounts. special, express accounts are fluffily a
511	Customer#000000511	62047.0432	4571.31	JORDAN	lQC9KfW W77IYtJjAgSZguNzxjY rYk3t6lcxfSh	23-247-728-9743	he slyly close deposits. special, ironic ideas detect furiously carefull
2095	Customer#000002095	61987.8530	-774.65	ARGENTINA	0 OueqmMRWmYNpHdPalFulibt	11-532-817-5775	into beans. carefully regular theodolites sleep above the carefully final asymptotes. theo
380	Customer#000000380	61738.7225	2755.46	VIETNAM	n2w3Jd1bipwICbOVgrELzcNRexmWSklo	31-538-493-4229	riously special accounts. slyly final accounts sleep; blithely special requests integrate carefully slyly en
1640	Customer#000001640	61632.0300	2622.28	INDIA	lGeZbMEg03r24lUuK	18-270-772-6060	 regular packages are slyly among th
1591	Customer#000001591	61092.4164	7470.70	INDONESIA	ZLJNTInWmiv9a1	19-142-875-7741	yly final foxes should have to use carefully. even, bol
788	Customer#000000788	60996.0804	-330.69	MOZAMBIQUE	LbFHoDpNUSu3AyDS7KLgjoQBJV	26-388-689-9272	. unusual packages against the 
1070	Customer#000001070	60796.2408	3160.23	MOROCCO	m0sYmeYs5wLydSS qw542Et32	25-894-843-9171	 carefully across the express foxes. carefully special accounts ca
2098	Customer#000002098	60768.0794	1390.16	SAUDI ARABIA	W50GYT0hAC	30-828-685-6616	ke blithely across the fluffily express Tiresias. packages about the bold, regular excuses wake
2062	Customer#000002062	60694.4547	9806.43	IRAQ	N5AF1iadNkk 5	21-904-746-8576	 boost ironic, regular sheaves. bli
1849	Customer#000001849	60619.5946	6259.04	RUSSIA	vRc6mWLRoRf2ElUvz9byqx2Vt	32-730-179-7629	ckages. bold epitaphs maintain slyly alongside of the carefully exp
1079	Customer#000001079	60305.5008	2135.91	ROMANIA	cOyd7wsHIQq2LNN	29-699-930-2250	ter the express foxes nod slyly excuses. slyly speci
442	Customer#000000442	60301.2240	4157.00	ARGENTINA	rvgayfJFLO2cjzMA	11-240-523-8711	lets would affix fluffily. regular, regular ideas ought to haggle carefully blit
664	Customer#000000664	59957.3192	8878.22	MOROCCO	viRe1P6HiyL4LXpU7HPwu	25-329-655-5068	yly ironic requests cajole pending pla
722	Customer#000000722	59908.6670	2724.80	SAUDI ARABIA	aymiuXFyrALTRIzfbLDvtaj37ydq	30-633-109-9587	leep sometimes express accounts. regular theodolites wake quickly ab
544	Customer#000000544	59848.1436	4974.68	ETHIOPIA	Jv7vcm,oE,HEyxekXKia1V5H1up23	15-572-651-1323	bout the packages integrate above the regular instructions. regular ideas hinder s
2074	Customer#000002074	59705.3682	4568.86	JAPAN	kTgHVj1P4ZEw0UxWITP16uvqCe7nZtKCCCz7FLl	22-131-962-5877	 cajole across the express, ironic deposits. foxes run blithely. blithely regular accounts are alongside of t
394	Customer#000000394	59672.0064	5200.96	UNITED KINGDOM	nxW1jt,MQvImdr z72gAt1bslnfEipCh,bKZN	33-422-600-6936	 instructions. carefully special ideas after the fluffily unusual r
1855	Customer#000001855	58456.9138	9936.71	JORDAN	REHQRPduxffKW5vE8Laf	23-239-487-1955	nto beans cajole. pending packages nag quickly according to the packages. s
1078	Customer#000001078	58020.6663	70.93	ROMANIA	ZjRzAz8QbEeIkJxrUI,b	29-729-692-6790	onic requests wake slyly furiously final attainments. ironic, even accounts cajo
1627	Customer#000001627	57909.1450	1673.17	IRAN	RV5yXOOv0tjeqxIoRtIw9lKU3UK	20-566-949-4093	fully after the blithely regular warhorses-- quickly even
2179	Customer#000002179	57434.5015	487.99	ROMANIA	WNMty4 L,UQ6cFmcLhhxZs2d0Vq3,vnLbrCCQ	29-733-189-2355	 carefully blithely final packages. fluffily regular accounts haggle fluffily carefully even packages. fluffily bu
1868	Customer#000001868	57261.2000	6150.48	BRAZIL	kD u32wkAhHa FvvBM,y6oJVpfZQDcuDBQ	12-347-925-5872	onic, final ideas haggle blithely excuses. slyly regular ideas across the carefully bold dolphins cajole sly
674	Customer#000000674	56919.2625	7889.64	ETHIOPIA	GLZCUQrtiNTrPKdK 0O86ZF	15-543-819-4391	ites cajole ironic accounts. regular, ironic gifts nag furiously against the blithely express deposits; unusual, 
620	Customer#000000620	56802.1557	5795.15	INDIA	3ztw9KQqKGNsiMM,I1 6g2f,u2Pm5LhlSEe8ZK1k	18-466-916-8135	ructions boost furiously among the slyly final dolphins. regular, regular ideas w
1607	Customer#000001607	56034.4050	1543.75	UNITED KINGDOM	JrtvTEYpFdqK68WSabydH6dz9Opj6X5orhrIYeHY	33-529-928-4089	ites sleep furiously quickly pending somas. fluffily special
1582	Customer#000001582	55841.6004	7119.80	IRAQ	Tw 9wNgPjMmsy1brAYW0	21-998-418-6615	even accounts. quickly brave deposits haggle.
1456	Customer#000001456	55805.2800	6123.69	JORDAN	zKDB5elqlAQoUQp	23-171-834-8997	unusual accounts wake. even, ironic packages wake carefully. regular p
2150	Customer#000002150	55799.9064	5725.37	ETHIOPIA	dfMUWejdM,MYKrj	15-847-344-2685	slyly instructions. quickly final packages sleep carefully furiously special de
2053	Customer#000002053	55292.0247	776.51	IRAQ	0hqMRM0 DE,l49ru4BjFNQuN,KpW0	21-907-645-7902	 fluffily pending requests. requests cajole furiously above t
1981	Customer#000001981	54531.9639	3283.90	JORDAN	wctyYavWwznYKAs4	23-867-283-2614	ding to the blithely bold deposits. ironic packages detect blithely deposits. regular, specia
1049	Customer#000001049	54453.0492	8747.99	INDONESIA	bZ1OcFhHaIZ5gMiH	19-499-258-2851	uriously according to the furiously silent packages
175	Customer#000000175	54352.0593	1975.35	IRAN	8YK1ZyTqoY3wMWnExl4itPMLL793GpEZb6T	20-427-617-9922	ly final platelets are final pinto b
1390	Customer#000001390	54158.3484	3931.31	IRAQ	fQm,RnwO4Tt PMQIB	21-978-977-8988	ress platelets poach carefully above the slyl
34	Customer#000000034	54037.6536	8589.70	MOROCCO	Q6G9wZ6dnczmtOx509xgE,M2KV	25-344-968-5422	nder against the even, pending accounts. even
1513	Customer#000001513	53642.4166	8434.13	IRAN	CkEgq3Yvj9kGkHvVeUELT1UP9HBnHwiEIFzRWNTA	20-670-367-4252	y regular accounts cajole blithely
448	Customer#000000448	52809.1200	8117.27	UNITED STATES	BH4vtnDpabk0NgoGNJWu4OUXnidfJ	34-985-422-6009	unts. final pinto beans boost carefully. furiously even foxes according to the express, regular pa
800	Customer#000000800	52763.2059	9443.39	KENYA	mpI6pkdnWLZsBbQi4,uUC5Y3TcM9vmRIgZelrQ	24-555-630-2261	ly alongside of the carefully ironic deposits. blithely ironic packages are blithely agains
461	Customer#000000461	52695.1516	9177.63	VIETNAM	5vxNLzSASzkbrUr8CRf5	31-533-226-4307	sits breach blithely. slyly regular ideas haggle fluffily; special ideas cajole q
1006	Customer#000001006	52588.4450	7447.99	JAPAN	Q46palcsa4KwAMhPS	22-364-780-5932	equests. regular pinto beans sleep furiously express, ironic accounts. special,
1502	Customer#000001502	52583.5072	3361.88	JORDAN	FIsFVFApqxzRHQrRjAlODHWTDZc35,BD0c7CuyVy	23-873-733-3833	 carefully express requests. quickly even in
1544	Customer#000001544	51750.4320	2204.41	UNITED KINGDOM	R,hoHFlkusJ,1Kts,0QEixg	33-132-882-2925	ular deposits. final, regular accounts nag carefully quickly regular pinto beans. unusual, unusual theodol
2249	Customer#000002249	51670.7200	1195.46	UNITED STATES	tK9SzYJbvDExk2lzVaskFwhRM omLz0sb6JZr	34-975-494-5874	ts. slyly regular excuses wake carefully. accounts haggle against the slyly unusual ide
259	Customer#000000259	51399.4015	3335.29	ETHIOPIA	kwh9i86Wj1Zq14nwTdhxapIkLEI	15-907-674-2046	furiously unusual instructions. s
257	Customer#000000257	50951.0456	-339.85	GERMANY	LyIa26EXYaSU	17-816-687-2155	s cajole quickly along the ironic pinto beans: even, regular foxes are 
506	Customer#000000506	50843.9057	1179.85	JORDAN	dT kFaJww1B	23-895-781-8227	 idle instructions impress blithely along the carefully unusual notornis. furiously even packages
2029	Customer#000002029	50513.0700	4145.35	FRANCE	JfurrIFJzbRzePjYrzrTFw1Sbl	16-989-498-3304	 ironic, final dependencies about the sometimes even requests haggle slyly special, final excuses. carefully ironic
476	Customer#000000476	50248.2795	5973.10	BRAZIL	68r87HCBbQkVYaVfes8mgKs	12-996-628-9902	sly. carefully quick instructions sleep carefully deposits. final, pending pinto beans use closely fluffily final in
1255	Customer#000001255	50238.1200	6487.71	KENYA	UC6I32JjBU62t4WgDe e2pDYbuM3VAt4MPM	24-359-633-2713	s deposits sleep. blithely ironic dependencies wake. blithely even theodolites sleep. blithely 
1240	Customer#000001240	50170.9824	5439.44	EGYPT	XbvhyAXRkuujtESRmxeD9eQpYSkiCa	14-650-555-5310	ans above the slyly regular ideas cajole furiously across the regular, regular decoys. furiously final asymptotes s
464	Customer#000000464	49882.6228	8730.85	INDONESIA	kAALP9gEt3,G9XtxCXjv38HjKBEP	19-269-971-9738	efully express accounts play. special requests use carefully. regular courts sle
1339	Customer#000001339	49825.3098	8167.50	EGYPT	QGiiQ1iMDmLKLAHsZa L68gZFyPXX18a38IS	14-904-963-2452	neath the carefully unusual plat
545	Customer#000000545	49438.5210	7505.33	IRAN	AsYw6k,nDUQcMOpEws	20-849-123-8918	 carefully final deposits. slyly unusual pinto beans may wake bold requests. unusual courts alongside 
1907	Customer#000001907	48733.2472	2145.93	UNITED STATES	Wjpx2yEVYfTUHPc9TgXzD64PBqW x	34-755-117-7537	carefully silent platelets wake fluffily express deposits. forges against the ironic platelets are silent requests. 
587	Customer#000000587	48723.9536	7077.79	FRANCE	J2UwoJEQzAOTtuBrxGVag9iWSUPTp	16-585-233-5906	ve the final asymptotes. carefully final deposits wake fu
1555	Customer#000001555	48205.2996	-740.02	ETHIOPIA	7V1UD h0 oKL04nnKVzu7UCmFSL56	15-722-660-7220	ng deposits alongside of the express, bold deposits cajole blithely deposits. even packa
1037	Customer#000001037	48043.9674	4936.25	UNITED KINGDOM	dwgDZPKR5ZuU3HO2sDOS7Ym0oeC8c6Xm	33-855-960-2989	lly final pinto beans. pending instructions boost careful
1696	Customer#000001696	47999.1015	4978.11	MOZAMBIQUE	HIJoLNtvjJbh5H0PturTaOBtSAQ3T,j7GSqq	26-115-967-9585	eans across the even attainments haggle carefully above the furiously express req
1531	Customer#000001531	47341.7070	728.83	VIETNAM	OomxCS69ZBbyC99b6YHXYGvw1Fs	31-735-863-6916	. deposits use furiously. ironic accounts affix
1616	Customer#000001616	45554.8750	4635.15	SAUDI ARABIA	hZ7KvTsImg5hRUWmHXpkZGvhFe	30-752-506-2492	 pending tithes. furiously blithe instructions boost. thinly pending ideas use careful
37	Customer#000000037	45386.4312	-917.75	INDIA	7EV4Pwh,3SboctTWt	18-385-235-7162	ilent packages are carefully among the deposits. furiousl
1595	Customer#000001595	45245.9350	1151.78	CANADA	bJ6tl8L3gexrf9rdD,Nn9ojzg92	13-153-638-7545	hely final ideas. regularly daring requests sleep. silent excuses s
382	Customer#000000382	45140.0950	6269.42	INDIA	UdgAMamK5JnSykA,ZPfR5W5zRFatDUye	18-942-650-6657	. blithely express notornis according to the blithely even requests are never fina
1439	Customer#000001439	44760.8160	8487.60	VIETNAM	IGGK4SXvT5ioAeT2fbVYDemsTTqqhsQu6	31-433-694-1822	ely after the carefully bold accounts. carefully ironic packages are silent packages. blithely ironic pinto beans ar
526	Customer#000000526	44644.0500	705.93	ARGENTINA	0oAVPhh1I4JdrDafVG2Z8	11-170-679-3115	ctions cajole after the furiously unusual ideas. ironic packages among the instructions are carefully carefully iro
1906	Customer#000001906	44482.1348	3448.10	ETHIOPIA	pByvzLPeSKa8Zlh5ncJwAuYK2U	15-956-730-8661	 the fluffily special foxes. carefully pending deposits by the special, final accounts wake care
935	Customer#000000935	44219.4252	2531.25	ALGERIA	XkVT4jvetY4JV76IAkd91sSp9CqsICE	10-724-445-8323	 furiously pending ideas. daringly 
676	Customer#000000676	43881.5260	5527.61	UNITED STATES	JzJnD kA3KTjTYl	34-710-820-8362	es. slyly even theodolites across the slyly ironic accounts nag from the slyly even accounts. accounts are. 
811	Customer#000000811	43643.7064	9010.02	MOROCCO	Rau3ADOLCNXM42D6fjQTFuueQce2BHw9r	25-575-731-2159	kly pending foxes dazzle fluffily after the furiously bold packages. fluffy
1894	Customer#000001894	43609.8400	5415.55	JAPAN	X,KINka,nciwGbK	22-832-993-2803	 final deposits. regular frays was blithely carefully regular platelets. even dolphins run among the 
1711	Customer#000001711	43544.1266	4421.61	MOROCCO	Mhg8c9IAFb8G	25-302-946-6337	gle carefully. final, even deposi
1712	Customer#000001712	43183.5914	7013.72	CHINA	Qdv0r7aA5tmEZw JkozgH	28-959-477-6941	le blithely. regular, regular dependencies integrate slowly a
107	Customer#000000107	42672.0112	2514.15	MOROCCO	Zwg64UZ,q7GRqo3zm7P1tZIRshBDz	25-336-529-9919	counts cajole slyly. regular requests wake. furiously regular deposits about the blithely final fo
217	Customer#000000217	42468.3252	378.33	UNITED KINGDOM	YIy05RMdthrXqdfnNKud	33-159-298-3849	ven frays wake according to the carefully 
1585	Customer#000001585	42466.3684	7651.05	RUSSIA	kMDzNCvICH1j7sLp8g0CFB8cO12tCS70VTp5wM7	32-232-514-3624	 carefully regular packages are about the carefully silent foxes. fluffily regular Tiresias wake furiously across th
862	Customer#000000862	42161.9310	2338.92	BRAZIL	zkaZ,iOp8t9MBK9T,JIPGL5hmBmK,xjkjHEP	12-479-479-6941	yly regular foxes sleep. quickly ironic foxes use furiously express deposits! carefully regular
